no_pkk,no_pkk_inaportnet,vessel_name,company_name,name_process_code,gt,loa,name_branch,departure_date
PI9109000019,PKK.DN.IDSRG.2509.000279,PUSRI INDONESIA,"MANDIRI ABADI PERSADA SELARAS, PT",Request PPKB,7339.0,114.5,TANJUNG EMAS,2025-09-30T16:00:00.000Z
BREH25000073,PKK.DN.IDBDJ.2509.002898,ROBBY 125,"PERUSAHAAN PELAYARAN RUSIANTO BERSAUDARA, PT",Realization,3136.0,91.52,BANJARMASIN,2025-09-26T15:00:00.000Z
MC0329000016,PKK.DN.IDKOE.2509.000154,MERATUS PARIAMAN,"MERATUS LINE, PT",Request PPKB,5316.0,117.0,TENAU KUPANG,2025-09-24T15:00:00.000Z
Y07U57000001,PKK.DN.IDSTU.2508.000544,GOLD TRANS 3309,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,4362.0,100.58,KOTABARU,2025-08-26T15:00:00.000Z
PSS325000002,PKK.DN.IDBDJ.2509.002891,PERMATA SUCCESS 5003,"LINTAS SAMUDRA BORNEO LINE, PT",Request PPKB,2818.0,82.91,BANJARMASIN,2025-09-25T15:00:00.000Z
KL5N57000004,PKK.DN.IDSTU.2503.000553,GOLD TRANS 3311,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,4362.0,100.58,KOTABARU,2025-03-26T15:00:00.000Z
5L6125000069,PKK.DN.IDBDJ.2509.002896,TAMA 3028,"MULTI LINE BORNEO, PT",Realization,3135.0,91.44,BANJARMASIN,2025-09-26T15:55:00.000Z
8M9725000005,PKK.DN.IDBDJ.2509.002890,PRIMA 17,"MULTI LINE BORNEO, PT",Realization,3145.0,91.44,BANJARMASIN,2025-09-25T15:55:00.000Z
TUJ125000110,PKK.DN.IDBDJ.2509.002887,TUNJUNG MADYA 1,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3345.0,91.5,BANJARMASIN,2025-09-23T15:00:00.000Z
K9VX25000027,PKK.DN.IDBDJ.2509.002886,PRIMA 11,"MULTI LINE BORNEO, PT",Realization,3145.0,91.44,BANJARMASIN,2025-09-24T15:55:00.000Z
Z22S25000133,PKK.DN.IDBDJ.2509.002883,BAYAS,"TERA LOGISTIC INDONESIA, PT",Realization,4408.0,105.16,BANJARMASIN,2025-09-25T15:00:00.000Z
BUUN25000128,PKK.DN.IDBDJ.2509.002879,BUTUN,"TERA LOGISTIC INDONESIA, PT",Realization,4408.0,105.16,BANJARMASIN,2025-09-24T15:00:00.000Z
YNFO23000055,PKK.DN.IDBJU.2509.000145,MUTIARA SENTOSA III,"ATOSIM LAMPUNG PELAYARAN, PT",Realization,14896.0,160.0,TANJUNG WANGI,2025-09-23T15:00:00.000Z
JQ5625000006,PKK.DN.IDBDJ.2509.002884,PIS CINTA,"PERTAMINA TRANS KONTINENTAL, PT",Realization,2028.0,85.0,BANJARMASIN,2025-09-26T08:00:00.000Z
5BR825000105,PKK.DN.IDBDJ.2509.002881,PULAU TIGA 3392,"TERA LOGISTIC INDONESIA, PT",Realization,4931.0,103.3,BANJARMASIN,2025-09-25T15:00:00.000Z
3S9K25000011,PKK.DN.IDBDJ.2509.002876,MJL 301,"MASADA JAYA LINES, PT",Realization,3357.0,87.84,BANJARMASIN,2025-09-25T15:00:00.000Z
V9AO74000065,PKK.DN.IDKUM.2509.000125,KIRANA III,"DHARMA LAUTAN UTAMA, PT",Realization,2635.0,78.4,KUMAI,2025-09-23T01:00:00.000Z
DKI074000101,PKK.DN.IDKUM.2509.000124,DHARMA KENCANA III,"DHARMA LAUTAN UTAMA, PT",Realization,2510.0,65.02,KUMAI,2025-09-23T01:00:00.000Z
B02925000007,PKK.DN.IDBDJ.2509.002761,BUANA OCEAN 29,PT Immanu Sukses Bersama,Request PPKB,1858.0,76.25,BANJARMASIN,2025-09-25T02:24:00.000Z
Z92J09000005,PKK.LN.IDSRG.2509.000276,EVER OPTIMA,"EVERGREEN SHIPPING AGENCY INDONESIA, PT",Request PPKB,27025.0,194.96,TANJUNG EMAS,2025-09-24T16:00:00.000Z
N3Z925000001,,INDO SUKSES 52,"ANTARMODA MARITIM NUSANTARA, PT",Realization,4260.0,92.96,BANJARMASIN,2025-09-23T03:34:00.000Z
ZQ4O26000001,PKK.LN.IDCXP.2509.000101,MV. GLORIA CONFIDENCE,"DALIAN PUTRA MARITIM, PT",Request PPKB,36005.0,199.99,TANJUNG INTAN,2025-10-09T09:00:00.000Z
XF1257000001,PKK.DN.IDSTU.2409.000402,DEWI IRIANA 2,"DIAN CIPTAMAS AGUNG, PT",Request PPKB,3987.0,100.05,KOTABARU,2024-09-15T08:00:00.000Z
P85125000073,,PEC 851,"TERA LOGISTIC INDONESIA, PT",Realization,3890.0,98.26,BANJARMASIN,2025-09-22T22:00:00.000Z
IS4225000097,,ISA 3302,"TERA LOGISTIC INDONESIA, PT",Realization,4333.0,100.65,BANJARMASIN,2025-09-22T09:00:00.000Z
QUD925000007,PKK.DN.IDBDJ.2509.002866,JAMBO XIV,"MASADA JAYA LINES, PT",Request PPKB,3664.0,106.5,BANJARMASIN,2025-09-23T11:00:00.000Z
IL9D25000120,PKK.DN.IDBDJ.2509.002870,ERICKA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3088.0,91.44,BANJARMASIN,2025-09-23T15:00:00.000Z
KG4325000017,PKK.DN.IDBDJ.2509.002867,PRIMA 12,"MULTI LINE BORNEO, PT",Realization,3145.0,91.44,BANJARMASIN,2025-09-24T15:55:00.000Z
JHI657000008,PKK.DN.IDKBU.2508.000285,AP GIO,PT. SINAR MARITIME PERKASA,Realization,1838.0,70.09,KOTABARU,2025-08-16T06:00:00.000Z
GW1S57000001,PKK.DN.IDSTU.2409.000204,RALINE 15,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,4170.0,100.58,KOTABARU,2027-01-05T03:25:00.000Z
DR9009000259,PKK.DN.IDSRG.2509.000272,DHARMA RUCITRA 9,"DHARMA LAUTAN UTAMA, PT",Realization,7262.0,117.52,TANJUNG EMAS,2025-09-23T06:00:00.000Z
A01009000039,PKK.LN.IDSRG.2509.000271,APL PUSAN,PT TOTALINDO MARINE SERVICES ,Realization,25305.0,207.4,TANJUNG EMAS,2025-09-23T16:00:00.000Z
PYJF25000013,PKK.DN.IDBDJ.2509.002864,MBS 282,"MITRA BAHARI SENTOSA, PT",Request PPKB,2029.0,76.2,BANJARMASIN,2025-09-29T10:00:00.000Z
ER0525000005,PKK.DN.IDBDJ.2509.002863,ER 305,"SAGA MAS LESTARI, PT",Request PPKB,3198.0,91.44,BANJARMASIN,2025-09-22T09:00:00.000Z
4L0G25000002,PKK.DN.IDBDJ.2509.002859,DAIEI 3,"UNAQU BORNEO JAYA, PT",Realization,2716.0,97.52,BANJARMASIN,2025-09-26T15:00:00.000Z
KS7A83000007,PKK.DN.IDSMQ.2509.000368,FUSEA MASTER 2706,"PELAYARAN SUMBER PENGHIDUPAN ABADI JAYA, PT",Request PPKB,2461.0,82.3,SAMPIT,2025-09-30T09:00:00.000Z
T31183000008,PKK.DN.IDSMQ.2509.000371,TERANG 311,"PELAYARAN SUMBER PENGHIDUPAN ABADI JAYA, PT",Request PPKB,3103.0,91.44,SAMPIT,2025-09-30T09:00:00.000Z
GA9109000022,PKK.DN.IDSRG.2509.000268,GAS ARAR,"PERTAMINA TRANS KONTINENTAL, PT",Realization,3966.0,99.0,TANJUNG EMAS,2025-09-24T16:00:00.000Z
OWUQ57000004,PKK.DN.IDSTU.2509.000440,ARK CITRINE,PT ARMADA ROCK KARUNIA TRANSSHIPMENT,Realization,3055.0,91.5,KOTABARU,2025-09-30T15:00:00.000Z
UP1D57000002,PKK.DN.IDSTU.2509.000438,ARK PERIDOT,PT ARMADA ROCK KARUNIA TRANSSHIPMENT,Realization,3071.0,91.5,KOTABARU,2025-09-30T15:00:00.000Z
MEO183000003,PKK.DN.IDSMQ.2509.000366,METRO 01,JATARIM BINAU SAMPIT,Realization,2085.0,74.98,SAMPIT,2025-09-29T01:00:00.000Z
PB0625000008,PKK.DN.IDBDJ.2509.002846,P B 2506,PELAYARAN SANLE MAKMUR,Realization,2219.0,73.2,BANJARMASIN,2025-09-30T15:00:00.000Z
S16357000080,PKK.DN.IDKBU.2509.000511,SABUK NUSANTARA  111,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,1258.0,62.8,KOTABARU,2025-09-22T06:00:00.000Z
MJ8J25000002,PKK.DN.IDBDJ.2509.002843,MERATUS CILEGON,"MERATUS LINE, PT",Request PPKB,5262.0,109.8,BANJARMASIN,2025-09-23T15:00:00.000Z
N33157000005,PKK.DN.IDSTU.2509.000430,RMN 331,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Realization,3142.0,87.78,KOTABARU,2025-09-25T15:55:00.000Z
JXZY25000031,PKK.DN.IDBDJ.2509.002839,PULAU JAYA 3611,"TERA LOGISTIC INDONESIA, PT",Realization,6590.0,111.25,BANJARMASIN,2025-09-24T15:00:00.000Z
YN0025000016,PKK.DN.IDBDJ.2509.002842,YU NO.3,"GAYATRI SAMUDERA MANDIRI, PT",Request PPKB,1534.0,74.91,BANJARMASIN,2025-09-28T00:22:00.000Z
DRI025000363,PKK.DN.IDBDJ.2509.002837,DHARMA RUCITRA I,"DHARMA LAUTAN UTAMA, PT",Realization,11479.0,134.6,BANJARMASIN,2025-09-22T22:00:00.000Z
RXWL25000131,PKK.DN.IDBDJ.2509.002833,MBP 1516,"TERA LOGISTIC INDONESIA, PT",Realization,7251.0,120.0,BANJARMASIN,2025-09-24T15:00:00.000Z
BAKB57000035,PKK.DN.IDKBU.2509.000634,BAKAU BESAR,PT. BAHARIMAS KALIMANTAN,Request PPKB,1795.0,72.0,KOTABARU,2025-09-24T15:00:00.000Z
CKAG25000003,PKK.DN.IDBDJ.2509.002832,ARCHIE PUTRA 03,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,2996.0,99.8,BANJARMASIN,2025-09-26T00:00:00.000Z
888B23000017,PKK.DN.IDBJU.2509.000143,BERG,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,11321.0,144.0,TANJUNG WANGI,2025-09-23T02:00:00.000Z
BNJO25000141,PKK.DN.IDBDJ.2509.002829,BELINJO,"TERA LOGISTIC INDONESIA, PT",Realization,4408.0,105.16,BANJARMASIN,2025-09-24T15:00:00.000Z
6PSM25000129,PKK.DN.IDBDJ.2509.002828,MBP 1503,"TERA LOGISTIC INDONESIA, PT",Realization,7295.0,114.0,BANJARMASIN,2025-09-24T15:00:00.000Z
MU0025000255,PKK.DN.IDBDJ.2509.002831,MILA UTAMA,"TIMUR MILA UTAMA, PT",Realization,10833.0,134.36,BANJARMASIN,2025-09-22T17:00:00.000Z
7BUJ57000001,PKK.DN.IDSTU.2504.000317,RMN 3344,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,4395.0,96.48,KOTABARU,2025-04-15T15:55:00.000Z
36SI57000006,PKK.DN.IDSTU.2508.000198,RMN 342 J,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3137.0,91.52,KOTABARU,2025-08-15T15:55:00.000Z
R19025000124,PKK.DN.IDBDJ.2509.002825,MBP 1511,"TERA LOGISTIC INDONESIA, PT",Realization,7487.0,118.0,BANJARMASIN,2025-09-24T15:00:00.000Z
5JLK57000001,PKK.DN.IDSTU.2501.000623,RMN 3342,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,4338.0,96.56,KOTABARU,2025-01-29T15:55:00.000Z
R38357000006,PKK.DN.IDSTU.2507.000589,RMN 383,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3142.0,87.86,KOTABARU,2025-07-31T15:00:00.000Z
XL6D57000002,PKK.DN.IDSTU.2501.000600,BAIDURI 30305,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3136.0,87.84,KOTABARU,2025-01-28T15:00:00.000Z
PPAA25000068,PKK.DN.IDBDJ.2509.002823,PATRIA 3210,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4162.0,97.6,BANJARMASIN,2025-09-28T15:00:00.000Z
VS2325000011,PKK.DN.IDBDJ.2509.002821,VIRGO SEJATI 23,"VIRGO SAMUDERA JAYA, PT",Realization,3551.0,91.44,BANJARMASIN,2025-09-22T05:00:00.000Z
KS1325000012,PKK.DN.IDBDJ.2509.002818,KAPUAS 313,"BARUNA PASIFIK RAYA, PT",Realization,3632.0,94.53,BANJARMASIN,2025-09-21T23:00:00.000Z
6ZN425000001,PKK.DN.IDBDJ.2509.002819,PATRIA 3223,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,4295.0,97.6,BANJARMASIN,2025-09-28T15:00:00.000Z
AI3383000010,PKK.DN.IDSMQ.2509.000363,AMARILIS INDAH,"PELAYARAN INTI INTERNATIONAL, PT",Realization,3885.0,100.09,SAMPIT,2025-09-25T11:00:00.000Z
5XQQ25000003,PKK.DN.IDBDJ.2509.002817,KALTIM FT 8011,BUANA MITRA SAMUDERA PT,Request PPKB,3137.0,91.5,BANJARMASIN,2025-09-27T00:00:00.000Z
MK8M25000105,PKK.DN.IDBDJ.2509.002814,NANIA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3373.0,87.76,BANJARMASIN,2025-09-23T15:00:00.000Z
KU0325000012,,KUASA RM 3003,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3118.0,91.5,BANJARMASIN,2025-09-21T13:00:00.000Z
SRQC25000019,,YOHANNA 8,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2122.0,82.3,BANJARMASIN,2025-09-21T13:00:00.000Z
T32226000023,PKK.DN.IDCXP.2509.000099,TSP 32,"BARUNA NUSA WIJAYA, PT",Realization,3064.0,91.5,TANJUNG INTAN,2025-10-01T05:00:00.000Z
YHN725000029,,YOHANNA 7,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2125.0,82.3,BANJARMASIN,2025-09-21T12:00:00.000Z
H91Q25000057,PKK.DN.IDBDJ.2509.002809,ALRISHA,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4162.0,97.6,BANJARMASIN,2025-09-28T15:00:00.000Z
BHT525000023,PKK.DN.IDBDJ.2509.002805,BAHARI SETYA V,"RIMAU BAHTERA SHIPPING, PT",Realization,2207.0,76.25,BANJARMASIN,2025-09-30T11:03:00.000Z
BSY225000020,PKK.DN.IDBDJ.2509.002803,BAHARI SETYA II,"RIMAU BAHTERA SHIPPING, PT",Realization,2207.0,76.25,BANJARMASIN,2025-09-30T10:53:00.000Z
PN3925000027,PKK.DN.IDBDJ.2509.002801,PANGERAN 3029,"SAGA MAS LESTARI, PT",Request PPKB,3107.0,91.44,BANJARMASIN,2025-09-22T09:00:00.000Z
X60O25000012,PKK.DN.IDBDJ.2509.002799,PULAU JAYA 3615,"TERA LOGISTIC INDONESIA, PT",Realization,6590.0,111.25,BANJARMASIN,2025-09-24T15:00:00.000Z
BHS625000021,PKK.DN.IDBDJ.2509.002806,BAHARI SETYA VI,"RIMAU BAHTERA SHIPPING, PT",Realization,2207.0,76.25,BANJARMASIN,2025-09-30T11:10:00.000Z
PE3327000008,PKK.DN.IDBOA.2509.002351,PELITA ENERGY,"PELINDO MARINE SERVICE, PT",Request PPKB,16336.0,130.0,BENOA,2025-09-23T07:00:00.000Z
JP0M26000001,PKK.LN.IDCXP.2509.000098,MV. TAZ,"DALIAN PUTRA MARITIM, PT",Request PPKB,24184.0,179.95,TANJUNG INTAN,2025-10-06T05:00:00.000Z
UXZR83000021,PKK.DN.IDSMQ.2509.000360,BKL 03,"PELAYARAN SUMBER PENGHIDUPAN ABADI JAYA, PT",Realization,1232.0,73.15,SAMPIT,2025-09-27T09:00:00.000Z
585K31000001,PKK.DN.IDLBR.2509.000151,KASAMIRA,"RABER MITRA AGENCY, PT",Realization,1451.0,72.36,LEMBAR,2025-09-25T15:55:00.000Z
VKGR83000011,PKK.DN.IDSMQ.2509.000359,AULIYA KURNIA VIII,"PELAYARAN ANDHARA ADHYA JAYA, PT",Request PPKB,2226.0,76.25,SAMPIT,2025-09-26T09:00:00.000Z
AA3383000002,PKK.DN.IDSMQ.2509.000356,ARFIANIE AYU,TRANS CAKRAWALA PERKASA,Request PPKB,32379.0,189.99,SAMPIT,2025-09-30T15:00:00.000Z
G49083000007,PKK.DN.IDSMQ.2509.000355,SURYA V,"PELAYARAN ANDHARA ADHYA JAYA, PT",Request PPKB,1518.0,73.15,SAMPIT,2025-09-26T09:00:00.000Z
2KS183000012,PKK.DN.IDSMQ.2509.000354,SKS 2501,"PELAYARAN SUMBER PENGHIDUPAN ABADI JAYA, PT",Request PPKB,2032.0,76.2,SAMPIT,2025-09-27T09:00:00.000Z
KN1029000037,PKK.DN.IDKOE.2509.000149,KENDHAGA NUSANTARA 11,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Realization,1785.0,74.06,TENAU KUPANG,2025-09-22T11:00:00.000Z
PKMD25000044,PKK.DN.IDBDJ.2509.002797,PIPPA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3074.0,91.44,BANJARMASIN,2025-09-23T15:00:00.000Z
666L25000045,PKK.DN.IDBDJ.2509.002794,LAIS,"TERA LOGISTIC INDONESIA, PT",Realization,7120.0,112.5,BANJARMASIN,2025-09-24T15:00:00.000Z
88Q525000091,PKK.DN.IDBDJ.2509.002792,MBP 1206,"TERA LOGISTIC INDONESIA, PT",Realization,5912.0,111.25,BANJARMASIN,2025-09-24T15:00:00.000Z
9IID25000031,PKK.DN.IDBDJ.2509.002788,LUMOSO SELAMAT,"TANTO INTIM LINE - PELNUS, PT",Realization,3668.0,106.68,BANJARMASIN,2025-09-22T21:00:00.000Z
GEMI25000022,PKK.DN.IDBDJ.2509.002786,GEMILANG 2572,"MULTI LINE BORNEO, PT",Realization,1980.0,76.2,BANJARMASIN,2025-09-24T15:55:00.000Z
PUL325000081,PKK.DN.IDBDJ.2509.002784,PULAU JAYA 300,"SAGA MAS LESTARI, PT",Realization,3146.0,91.5,BANJARMASIN,2025-09-22T09:00:00.000Z
XKMD25000008,PKK.DN.IDBDJ.2509.002789,BORNEO 3306,"BORNEO SAMUDRA PERKASA, PT",Realization,4295.0,97.6,BANJARMASIN,2025-09-22T00:00:00.000Z
ILFQ57000002,PKK.DN.IDSTU.2506.000462,RMN 3312,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Realization,4337.0,96.56,KOTABARU,2025-06-23T09:00:00.000Z
ISA357000001,PKK.DN.IDSTU.2508.000438,ISA 3301,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,4333.0,96.36,KOTABARU,2025-08-23T15:00:00.000Z
IN7M57000005,PKK.DN.IDSTU.2506.000309,SLM VENUS 2,PT. TIDAR SAMUDERA RAYA,Realization,4397.0,100.5,KOTABARU,2025-06-17T15:55:00.000Z
TKCG29000001,,TELUK CALANG 524,LANTAMAL VII,Realization,2300.0,120.0,TENAU KUPANG,2025-09-24T08:00:00.000Z
NUDL57000003,PKK.DN.IDSTU.2508.000628,RMN 334,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3100.0,87.78,KOTABARU,2025-08-29T15:55:00.000Z
H75S25000054,,BINA SAMUDERA 168,"BARUNA PASIFIK RAYA, PT",Realization,4263.0,100.58,BANJARMASIN,2025-09-21T23:00:00.000Z
PSK026000017,PKK.DN.IDCXP.2509.000095,PUTERI SEJATI,"PELAYARAN BAHTERA ADHIGUNA, PT",Request PPKB,26562.0,189.33,TANJUNG INTAN,2025-09-24T00:00:00.000Z
TB7725000020,PKK.DN.IDBDJ.2509.002778,TELUK BINTUNI,"SALAM PACIFIC INDONESIA LINES, PT",Realization,4365.0,114.3,BANJARMASIN,2025-09-23T08:00:00.000Z
G06825000055,PKK.DN.IDBDJ.2509.002771,GEMILANG 3068,"MULTI LINE BORNEO, PT",Realization,3441.0,91.44,BANJARMASIN,2025-09-24T15:55:00.000Z
OLYV25000038,PKK.DN.IDBDJ.2509.002775,OLIVIA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3373.0,91.44,BANJARMASIN,2025-09-23T15:00:00.000Z
5IWS25000083,PKK.DN.IDBDJ.2509.002773,RMN 355,"TERA LOGISTIC INDONESIA, PT",Realization,3161.0,91.52,BANJARMASIN,2025-09-24T15:00:00.000Z
S18574000010,PKK.DN.IDKUM.2509.000123,SEROJA III,"SEROJA JAYA AGENSI, PT",Realization,2280.0,87.26,KUMAI,2025-09-29T11:00:00.000Z
SBQG25000005,PKK.DN.IDBDJ.2509.002769,CAKRAWALA XXXI 2024,SARANA MARITIM SEJAHTERA PT,Realization,3510.0,91.44,BANJARMASIN,2025-09-21T22:00:00.000Z
V8LC57000002,PKK.DN.IDSTU.2503.000050,RALINE 2,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,3103.0,91.44,KOTABARU,2026-02-28T01:17:00.000Z
IPTW29000010,PKK.DN.IDKOE.2509.000147,PIS JATIBARANG,"PERTAMINA TRANS KONTINENTAL, PT",Realization,2028.0,85.0,TENAU KUPANG,2025-09-22T14:00:00.000Z
EH0725000069,PKK.DN.IDBDJ.2509.002767,EHAL2018 07,SARANA MARITIM SEJAHTERA PT,Realization,3075.0,91.44,BANJARMASIN,2025-09-21T22:00:00.000Z
PJ3125000107,PKK.DN.IDBDJ.2509.002765,PULAU JAYA 3361,"TERA LOGISTIC INDONESIA, PT",Realization,4876.0,102.48,BANJARMASIN,2025-09-24T15:00:00.000Z
Z7N525000078,PKK.DN.IDBDJ.2509.002763,CAKRAWALA VII 2022,SARANA MARITIM SEJAHTERA PT,Realization,4338.0,100.58,BANJARMASIN,2025-09-21T22:00:00.000Z
GT3557000001,PKK.DN.IDSTU.2409.000498,GOLD TRANS 3305,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,4270.0,100.65,KOTABARU,2024-09-23T15:00:00.000Z
AKR557000054,PKK.DN.IDKBU.2509.000626,AKRA 50,PT. SPECTRA TIRTASEGARA LINES,Realization,2601.0,79.25,KOTABARU,2025-09-23T14:00:00.000Z
FBI025000104,PKK.DN.IDBDJ.2509.002760,FAJAR BAHARI II,"FAJAR BAHARI NUSANTARA, PT",Request PPKB,4751.0,88.0,BANJARMASIN,2025-09-23T16:00:00.000Z
FFX957000001,PKK.DN.IDSTU.2408.000203,DEWI IRIANA 1,"DIAN CIPTAMAS AGUNG, PT",Realization,3987.0,100.05,KOTABARU,2024-08-09T01:00:00.000Z
YJJV23000003,PKK.DN.IDBJU.2509.000138,GLOBAL ENERGY 168,"BARRU SAMUDERA TIMUR, PT",Realization,747.0,65.52,TANJUNG WANGI,2025-09-27T05:00:00.000Z
I0YH57000004,PKK.DN.IDSTU.2503.000594,GOLD TRANS 3315,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,4399.0,100.58,KOTABARU,2025-03-27T00:42:00.000Z
17QX23000001,PKK.DN.IDBJU.2509.000137,KEISHO,"RIZKY BAHARI SAMUDRA,PT",Request PPKB,2106.0,89.68,TANJUNG WANGI,2025-09-30T10:00:00.000Z
D9KO57000027,PKK.DN.IDKBU.2509.000566,BUNG TOMO,PT. TIDAR SAMUDERA RAYA,Request PPKB,1257.0,63.0,KOTABARU,2025-09-25T15:00:00.000Z
J9TE25000125,PKK.DN.IDBDJ.2509.002759,MBP 1510,"TERA LOGISTIC INDONESIA, PT",Realization,7487.0,118.0,BANJARMASIN,2025-09-21T15:00:00.000Z
0A5B27000031,PKK.DN.IDBOA.2509.002282,AP BERSATU,"BAYU CIPTA SAMUDERA ,PT",Realization,1838.0,70.09,BENOA,2025-09-23T08:00:00.000Z
IS3525000105,,ISA 3305,"TERA LOGISTIC INDONESIA, PT",Realization,4356.0,100.58,BANJARMASIN,2025-09-21T15:00:00.000Z
4LWI83000017,PKK.DN.IDSMQ.2509.000353,MARUTA XII,JATARIM BINAU SAMPIT,Realization,2780.0,76.2,SAMPIT,2025-09-25T14:00:00.000Z
444D25000040,PKK.DN.IDBDJ.2509.002755,DEWAYANI,"PERTAMINA TRANS KONTINENTAL, PT",Realization,2755.0,91.95,BANJARMASIN,2025-09-26T08:00:00.000Z
8O7N57000001,PKK.DN.IDSTU.2502.000047,RALINE 14,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,4170.0,100.58,KOTABARU,2026-01-29T01:25:00.000Z
OD3Q25000099,,PULAU TIGA 366,"TERA LOGISTIC INDONESIA, PT",Realization,5248.0,106.8,BANJARMASIN,2025-09-21T22:00:00.000Z
IB2225000119,PKK.DN.IDBDJ.2509.002753,MBP 1205,"TERA LOGISTIC INDONESIA, PT",Realization,5267.0,111.25,BANJARMASIN,2025-09-24T15:00:00.000Z
ID8109000024,PKK.DN.IDSRG.2509.000261,INTAN DAYA 8,"YALA SAMUDERA ABADI, PT",Request PPKB,2996.0,89.9,TANJUNG EMAS,2025-09-24T16:00:00.000Z
POI127000010,PKK.DN.IDBOA.2509.002275,PETRO OCEAN II,PT PELAYARAN TAJRI SAMUDERA,Realization,638.0,53.62,BENOA,2025-09-29T16:00:00.000Z
BC2227000714,,BOUNTY CRUISES,"GEDE KADEK BROTHERS, PT",Realization,622.0,44.0,BENOA,2025-09-22T10:00:00.000Z
CD0257000001,PKK.DN.IDKBU.2509.000616,CLAUDIA II,PT. PRIMA DHARMA TRANSPORT,Realization,2905.0,86.56,KOTABARU,2025-09-23T14:00:00.000Z
0ESI57000003,PKK.DN.IDKBU.2509.000617,PATRA 33,PT. ALAN BAHTERA LINE,Realization,2793.0,76.2,KOTABARU,2025-09-23T15:30:00.000Z
PT1725000050,PKK.DN.IDBDJ.2509.002733,PULAU TIGA 3017,"SAGA MAS LESTARI, PT",Realization,3142.0,87.78,BANJARMASIN,2025-09-22T09:00:00.000Z
D4FJ57000011,PKK.DN.IDKBU.2509.000614,SAMUDRA SAKTI VIII,PT. PERTAMINA TRANS KONTINENTAL,Realization,7064.0,121.4,KOTABARU,2025-09-27T13:30:00.000Z
ER6F60000003,PKK.DN.IDCEB.2509.000041,SLM MARSHA,"TRIELANG INDO MARITIM, PT",Realization,7542.0,129.3,CELUKAN BAWANG,2025-09-23T07:00:00.000Z
S18774000018,PKK.DN.IDKUM.2509.000121,SAMUGARA 27,"PERTAMINA TRANS KONTINENTAL, PT",Realization,753.0,64.8,KUMAI,2025-09-23T14:16:00.000Z
QNJZ25000021,PKK.DN.IDBDJ.2509.002726,MBS 278,"MITRA BAHARI SENTOSA, PT",Request PPKB,2222.0,82.3,BANJARMASIN,2025-09-28T10:00:00.000Z
HXUH25000350,PKK.DN.IDBDJ.2509.002720,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2025-09-21T23:00:00.000Z
B1GS25000299,PKK.DN.IDBDJ.2509.002719,HAI DA,"TIMUR MILA UTAMA, PT",Realization,9353.0,110.0,BANJARMASIN,2025-09-21T18:00:00.000Z
XMO025000085,PKK.DN.IDBDJ.2509.002717,FINACIA 109,MEGA BAHTERA KENCANA PT,Realization,5338.0,106.8,BANJARMASIN,2025-09-23T23:00:00.000Z
YCTO25000128,PKK.DN.IDBDJ.2509.002715,MBP 1501,"TERA LOGISTIC INDONESIA, PT",Realization,7295.0,114.0,BANJARMASIN,2025-09-24T15:00:00.000Z
S42274000009,PKK.DN.IDKUM.2509.000120,SAMUGARA 45,"PERTAMINA TRANS KONTINENTAL, PT",Realization,1011.0,75.02,KUMAI,2025-09-22T14:24:00.000Z
